TYPE,WDPAID,WDPA_PID,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,MARINE,STATUS_YR,age,GOV_TYPE,GOV_CAT,MANG_AUTH,ISO3,pop,logpop,veg_diversity,veg_factor,AREA,logArea,mean_access,logAccess,temp,meanbirdpop,meanmampop,meansppop,Visitation_rate,logVis
Polygon,169862,169862,Glenmore Forest,Glenmore Forest,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1996,24,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,8707.875245,3.939912198,3,Mosaic,14.34427258,1.156678529,100.5,2.002166062,6.136607136,511.25,0,511.25,78264,4.893562041
Polygon,137433,137433,Leighton Moss,Leighton Moss,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1984,36,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,118354.5912,5.07318511,4,Mosaic,1.314304757,0.11869608,12.33333333,1.091080469,9.122222265,586.5,104.5,691,78595,4.895394918
Polygon,555581085,555581085,Leighton Moss & Morecambe Bay,Leighton Moss & Morecambe Bay,Nature Reserve,Nature Reserve,National,1,1974,46,Joint governance,B,"RSPB, Natural England, Landowner(s), Other",GBR,167043.6414,5.222829949,10,Water bodies,45.32817568,1.65636824,14.3,1.155336037,9.182638963,586.5,104.5,691,78595,4.895394918
Polygon,169641,169641,Afon Teifi,Afon Teifi,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,1,1997,23,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,79347.78873,4.899534828,7,Grassland,7.769795848,0.890409608,41.47368421,1.617772617,9.222023726,425.0588235,0,425.0588235,80000,4.903089987
Polygon,135891,135891,Spey Bay,Spey Bay,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1986,34,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,54561.95242,4.736889903,9,Forest,4.548702839,0.657887566,62.85714286,1.798354636,8.312500159,523.6666667,0,523.6666667,93310,4.969928189
Polygon,395286,395286,Gwlyptiroedd Casnewydd / Newport Wetlands,Gwlyptiroedd Casnewydd / Newport Wetlands,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,2010,10,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,193201.7739,5.28601111,5,Mosaic,3.738555544,0.572703837,5.142857143,0.711204461,10.47651534,339,0,339,94392,4.974935188
Polygon,555595739,555595739,Newport Wetlands,Newport Wetlands,National Nature Reserve,National Nature Reserve,National,0,2008,12,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,228394.0255,5.358684739,6,Water bodies,8.650019724,0.937017098,5.142857143,0.711204461,10.50705147,339,0,339,94392,4.974935188
Polygon,183409,183409,Merthyr Mawr Warren,Merthyr Mawr Warren,National Nature Reserve,National Nature Reserve,National,0,2002,18,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,118198.5372,5.072612102,6,Grassland,3.238913796,0.510399389,10.6,1.025305865,10.2249999,522,93,615,100000,5
Polygon,3232,3232,Morfa Harlech,Morfa Harlech,National Nature Reserve,National Nature Reserve,National,0,1958,62,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,18109.72132,4.257911767,5,Water bodies,8.793312537,0.944152509,66.6,1.823474229,10.06944434,565,107,672,120000,5.079181246
Polygon,11089,11089,Cwm Idwal,Cwm Idwal,National Nature Reserve,National Nature Reserve,National,0,1954,66,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,19017.84416,4.279161284,7,Mosaic,4.026671162,0.604946164,52.625,1.721192109,6.769791663,465,73,538,123000,5.089905111
Polygon,11091,11091,Morfa Dyffryn,Morfa Dyffryn,National Nature Reserve,National Nature Reserve,National,0,1962,58,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,15004.24373,4.17621411,7,Cropland,1.970600976,0.294598694,66.8,1.824776462,10.12833347,451,77,528,200000,5.301029996
Polygon,139609,139609,Newborough Warren - Ynys Llanddwyn,Newborough Warren - Ynys Llanddwyn,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,1,1957,63,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,45559.86765,4.658582454,10,Water bodies,23.11172393,1.363832341,72.06666667,1.857734435,10.15718388,0,0,0,250000,5.397940009
Polygon,4483,4483,Newborough Warren and Ynys Llanddwyn,Newborough Warren and Ynys Llanddwyn,National Nature Reserve,National Nature Reserve,National,0,1955,65,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,45559.86765,4.658582454,9,Water bodies,15.53698414,1.191366722,72.06666667,1.857734435,10.18181827,0,0,0,250000,5.397940009
Polygon,11094,11094,Oxwich,Oxwich,National Nature Reserve,National Nature Reserve,National,0,1963,57,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,64983.73097,4.812804642,6,Mosaic,2.662937941,0.425361045,9.5,0.977723605,10.36666679,529.5,0,529.5,250000,5.397940009
Polygon,1468,1468,Dyfi,Dyfi,National Nature Reserve,National Nature Reserve,National,0,1969,51,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,45078.88195,4.653973136,9,Water bodies,22.87047449,1.359275175,66.05555556,1.81990935,9.897685316,617,102,719,252369,5.402036007
Polygon,10560,10560,Stackpole,Stackpole,National Nature Reserve,National Nature Reserve,National,0,1981,39,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,30928.1661,4.490354169,5,Grassland,2.323802493,0.366199213,56.5,1.752048448,10.64791632,537,89,626,350000,5.544068044
Polygon,3233,3233,Yr Wyddfa,Yr Wyddfa,National Nature Reserve,National Nature Reserve,National,0,1964,56,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,25769.88957,4.411112558,8,Grassland,16.69156967,1.22249718,55.09090909,1.741079939,7.542676767,509.25,0,509.25,449000,5.652246341
Polygon,139853,139853,Mugdock Wood,Mugdock Wood,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1973,47,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,469934.8993,5.672037699,3,Mosaic,1.680857112,0.225530796,1.4,0.146128036,8.715000153,508,95,603,585132,5.76725385
Polygon,10941,10941,Ainsdale Sand Dunes,Ainsdale Sand Dunes,National Nature Reserve,National Nature Reserve,National,0,1965,55,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,161339.5188,5.207740757,5,Water bodies,4.913040116,0.69135031,4.555555556,0.658541347,9.814285823,406,0,406,*,*
Polygon,93262,93262,Aqualate Mere,Aqualate Mere,National Nature Reserve,National Nature Reserve,National,0,1992,28,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,66896.1244,4.825400958,6,Mosaic,2.141561168,0.330730483,6.666666667,0.823908741,9.158333302,544,92,636,*,*
Polygon,10944,10944,Aston Rowant,Aston Rowant,National Nature Reserve,National Nature Reserve,National,0,1958,62,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,61484.41277,4.788765029,4,Mosaic,1.589596403,0.201286871,7.25,0.860338007,9.581666565,420.5,0,420.5,*,*
Polygon,136534,136534,Aston Rowant Woods,Aston Rowant Woods,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1986,34,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,72604.48691,4.860963461,5,Mosaic,2.096696808,0.321535634,6.5,0.812913357,9.601388931,421,95,516,*,*
Polygon,139996,139996,Axmouth To Lyme Regis Undercliffs,Axmouth To Lyme Regis Undercliffs,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1986,34,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,40131.91075,4.603489838,6,Mosaic,3.314809335,0.520458553,24.30624315,1.385717838,10.2208333,484,0,484,*,*
Polygon,10946,10946,Axmouth-lyme Regis Undercliffs,Axmouth-lyme Regis Undercliffs,National Nature Reserve,National Nature Reserve,National,0,1955,65,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,40060.69367,4.602718465,6,Mosaic,3.053783428,0.484838234,24.5227492,1.389569157,10.2208333,484,0,484,*,*
Polygon,1453,1453,Beinn Eighe,Beinn Eighe,National Nature Reserve,National Nature Reserve,National,0,1951,69,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,470.2068664,2.672288967,9,Mosaic,48.41636852,1.684992212,165.0891089,2.217718423,6.787788783,463,59,522,*,*
Polygon,10558,10558,Ben Wyvis,Ben Wyvis,National Nature Reserve,National Nature Reserve,National,0,1984,36,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,11732.23665,4.069380815,6,Mosaic,22.94143082,1.360620501,148.72,2.172369377,5.864833317,376.5,0,376.5,*,*
Polygon,12461,12461,Benacre,Benacre,National Nature Reserve,National Nature Reserve,National,0,1993,27,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,95102.8828,4.978193682,8,Mosaic,3.712341333,0.569647901,10.71428571,1.029963223,9.820833445,521.3333333,0,521.3333333,*,*
Polygon,10948,10948,Blackwater Estuary,Blackwater Estuary,National Nature Reserve,National Nature Reserve,National,0,1983,37,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,179167.9133,5.253260236,10,Water bodies,10.97071819,1.040235059,12.28571429,1.089400411,9.992500019,512.3333333,0,512.3333333,*,*
Polygon,11034,11034,Blawhorn Moss,Blawhorn Moss,National Nature Reserve,National Nature Reserve,National,0,1980,40,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,150043.6371,5.176217583,3,Mosaic,1.082472111,0.034416716,15.5,1.190331698,8.341666698,458.5,0,458.5,*,*
Polygon,10953,10953,Brettenham Heath,Brettenham Heath,National Nature Reserve,National Nature Reserve,National,0,1983,37,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,50796.21837,4.705831382,5,Mosaic,2.335490303,0.368378068,23.2,1.365487985,9.660000038,606.5,0,606.5,*,*
Polygon,10954,10954,Bure Marshes,Bure Marshes,National Nature Reserve,National Nature Reserve,National,0,1958,62,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,104305.4394,5.018306957,6,Mosaic,4.490330651,0.652278322,10.77777778,1.032529225,9.783332931,546,127.5,673.5,*,*
Polygon,1452,1452,Caerlaverock,Caerlaverock,National Nature Reserve,National Nature Reserve,National,0,1957,63,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,60995.11872,4.785295081,8,Water bodies,81.70365464,1.912241483,27.8125,1.444240028,9.149479091,499.6,0,499.6,*,*
Polygon,1483,1483,Cairnsmore of Fleet,Cairnsmore of Fleet,National Nature Reserve,National Nature Reserve,National,0,1975,45,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,5814.510427,3.764513154,5,Mosaic,18.78516615,1.273815041,92.02564103,1.963908851,7.573076933,508,0,508,*,*
Polygon,11713,11713,Castle Eden Dene,Castle Eden Dene,National Nature Reserve,National Nature Reserve,National,0,1985,35,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,224024.3293,5.350295186,9,Mosaic,2.251646248,0.35250016,5,0.698970004,8.861111005,501,0,501,*,*
Polygon,10957,10957,Cavenham Heath,Cavenham Heath,National Nature Reserve,National Nature Reserve,National,0,1952,68,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,46890.69609,4.67108668,4,Mosaic,2.027152287,0.306886376,22.66666667,1.355387658,9.920833429,614,126,740,*,*
Polygon,10960,10960,Chippenham Fen,Chippenham Fen,National Nature Reserve,National Nature Reserve,National,0,1963,57,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,74858.21241,4.874239452,5,Mosaic,1.128618507,0.052547168,14.2967724,1.155238003,10.05000019,535,0,535,*,*
Polygon,137400,137400,Chippenham Fen and Snailwell Poor's Fen,Chippenham Fen and Snailwell Poor's Fen,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1988,32,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,77167.2819,4.887433203,5,Mosaic,1.556199568,0.19206529,14,1.146128036,10.04375005,535,0,535,*,*
Polygon,11037,11037,Clyde Valley Woodlands,Clyde Valley Woodlands,National Nature Reserve,National Nature Reserve,National,0,1981,39,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,448742.5406,5.651997242,4,Mosaic,3.177928223,0.502144084,6,0.77815125,8.658333143,386.8571429,0,386.8571429,*,*
Polygon,93264,93264,Collyweston Great Wood & Easton Hornstocks,Collyweston Great Wood & Easton Hornstocks,National Nature Reserve,National Nature Reserve,National,0,1992,28,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,56560.91967,4.752516462,5,Mosaic,1.492292654,0.173854001,9.5,0.977723605,9.395833492,541,76,617,*,*
Polygon,10962,10962,Colne Estuary,Colne Estuary,National Nature Reserve,National Nature Reserve,National,0,1983,37,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,157565.8803,5.19746218,7,Water bodies,7.022600935,0.84649799,14,1.146128036,9.929166794,546,0,546,*,*
Polygon,328950,328950,Corrie Fee,Corrie Fee,National Nature Reserve,National Nature Reserve,National,0,2005,15,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,224.6629655,2.351531487,3,Mosaic,1.650323648,0.217569123,52,1.716003344,5.491666635,457.5,0,457.5,*,*
Polygon,10966,10966,Cotswold Commons & Beechwoods,Cotswold Commons & Beechwoods,National Nature Reserve,National Nature Reserve,National,0,1981,39,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,337113.7865,5.527776514,6,Grassland,4.091915643,0.611926672,4.5,0.653212514,9.072222233,504,92,596,*,*
Polygon,11085,11085,Craig Cerrig Gleisiad a Fan Frynych,Craig Cerrig Gleisiad a Fan Frynych,National Nature Reserve,National Nature Reserve,National,0,1957,63,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,9798.513883,3.991160212,6,Grassland,4.878518596,0.688287965,23.33333333,1.367976785,7.688636346,515,69,584,*,*
